age_group,year,a,s1,s2,t,deaths,population
30,2002,7,15,35,0,0,79
35,2002,8,15,35,0,0,60
40,2002,9,15,35,0,0,43
45,2002,10,15,35,0,0,37
50,2002,11,15,35,0,0,34
55,2002,12,15,35,0,0,24
60,2002,13,15,35,0,0,33
65,2002,14,15,35,0,0,29
70,2002,15,15,35,0,0,8
75,2002,16,15,35,0,0,7
80,2002,17,15,35,0,0,15
85,2002,18,15,35,0,0,4
0,2003,0,15,35,1,0,7
1,2003,1,15,35,1,0,52
5,2003,2,15,35,1,0,28
10,2003,3,15,35,1,0,28
15,2003,4,15,35,1,0,41
20,2003,5,15,35,1,0,65
25,2003,6,15,35,1,0,116
30,2003,7,15,35,1,0,69
35,2003,8,15,35,1,0,58
40,2003,9,15,35,1,0,35
45,2003,10,15,35,1,0,32
50,2003,11,15,35,1,0,34
55,2003,12,15,35,1,0,21
60,2003,13,15,35,1,0,27
65,2003,14,15,35,1,0,31
70,2003,15,15,35,1,0,17
75,2003,16,15,35,1,0,8
80,2003,17,15,35,1,0,14
85,2003,18,15,35,1,0,2
0,2004,0,15,35,2,0,13
1,2004,1,15,35,2,0,49
5,2004,2,15,35,2,0,28
10,2004,3,15,35,2,0,29
15,2004,4,15,35,2,0,51
20,2004,5,15,35,2,0,72
25,2004,6,15,35,2,0,115
30,2004,7,15,35,2,0,74
35,2004,8,15,35,2,0,58
40,2004,9,15,35,2,0,43
45,2004,10,15,35,2,0,35
50,2004,11,15,35,2,0,33
55,2004,12,15,35,2,0,24
60,2004,13,15,35,2,0,21
65,2004,14,15,35,2,0,36
70,2004,15,15,35,2,0,9
75,2004,16,15,35,2,0,11
80,2004,17,15,35,2,0,12
85,2004,18,15,35,2,0,7
0,2005,0,15,35,3,0,12
1,2005,1,15,35,3,1,42
5,2005,2,15,35,3,0,31
10,2005,3,15,35,3,0,29
15,2005,4,15,35,3,0,51
20,2005,5,15,35,3,0,71
25,2005,6,15,35,3,0,101
30,2005,7,15,35,3,0,83
35,2005,8,15,35,3,0,63
40,2005,9,15,35,3,0,48
45,2005,10,15,35,3,0,35
50,2005,11,15,35,3,0,35
55,2005,12,15,35,3,0,23
60,2005,13,15,35,3,0,20
65,2005,14,15,35,3,0,37
70,2005,15,15,35,3,0,8
75,2005,16,15,35,3,0,9
80,2005,17,15,35,3,0,6
85,2005,18,15,35,3,0,8
0,2006,0,15,35,4,0,7
1,2006,1,15,35,4,0,34
5,2006,2,15,35,4,0,37
10,2006,3,15,35,4,0,28
15,2006,4,15,35,4,0,59
20,2006,5,15,35,4,0,85
25,2006,6,15,35,4,0,99
30,2006,7,15,35,4,0,88
35,2006,8,15,35,4,0,68
40,2006,9,15,35,4,0,51
45,2006,10,15,35,4,0,29
50,2006,11,15,35,4,0,37
55,2006,12,15,35,4,0,20
60,2006,13,15,35,4,0,19
65,2006,14,15,35,4,0,38
70,2006,15,15,35,4,0,12
75,2006,16,15,35,4,0,7
80,2006,17,15,35,4,0,7
85,2006,18,15,35,4,0,8
0,2007,0,15,35,5,0,7
1,2007,1,15,35,5,0,28
5,2007,2,15,35,5,1,35
10,2007,3,15,35,5,0,28
15,2007,4,15,35,5,0,57
20,2007,5,15,35,5,0,79
25,2007,6,15,35,5,0,89
30,2007,7,15,35,5,0,83
35,2007,8,15,35,5,0,62
40,2007,9,15,35,5,0,49
45,2007,10,15,35,5,0,33
50,2007,11,15,35,5,0,39
55,2007,12,15,35,5,0,21
60,2007,13,15,35,5,0,18
65,2007,14,15,35,5,0,39
70,2007,15,15,35,5,0,14
75,2007,16,15,35,5,0,6
80,2007,17,15,35,5,0,3
85,2007,18,15,35,5,0,12
0,2008,0,15,35,6,0,14
1,2008,1,15,35,6,0,28
5,2008,2,15,35,6,0,36
10,2008,3,15,35,6,0,27
15,2008,4,15,35,6,0,53
20,2008,5,15,35,6,0,95
25,2008,6,15,35,6,0,81
30,2008,7,15,35,6,0,70
35,2008,8,15,35,6,0,49
40,2008,9,15,35,6,0,43
45,2008,10,15,35,6,0,43
50,2008,11,15,35,6,0,40
55,2008,12,15,35,6,0,17
60,2008,13,15,35,6,0,15
65,2008,14,15,35,6,0,33
70,2008,15,15,35,6,0,14
75,2008,16,15,35,6,0,3
80,2008,17,15,35,6,0,10
85,2008,18,15,35,6,0,6
0,2009,0,15,35,7,0,14
1,2009,1,15,35,7,0,39
5,2009,2,15,35,7,0,39
10,2009,3,15,35,7,0,31
15,2009,4,15,35,7,0,52
20,2009,5,15,35,7,0,93
25,2009,6,15,35,7,0,81
30,2009,7,15,35,7,0,67
35,2009,8,15,35,7,0,53
40,2009,9,15,35,7,0,45
45,2009,10,15,35,7,0,51
50,2009,11,15,35,7,0,37
55,2009,12,15,35,7,0,21
60,2009,13,15,35,7,0,24
65,2009,14,15,35,7,0,25
70,2009,15,15,35,7,0,16
75,2009,16,15,35,7,0,2
80,2009,17,15,35,7,0,9
85,2009,18,15,35,7,0,4
0,2010,0,15,35,8,0,10
1,2010,1,15,35,8,0,51
5,2010,2,15,35,8,0,40
10,2010,3,15,35,8,0,33
15,2010,4,15,35,8,0,50
20,2010,5,15,35,8,0,102
25,2010,6,15,35,8,0,97
30,2010,7,15,35,8,0,65
35,2010,8,15,35,8,0,63
40,2010,9,15,35,8,0,42
45,2010,10,15,35,8,0,48
50,2010,11,15,35,8,0,39
55,2010,12,15,35,8,0,22
60,2010,13,15,35,8,0,19
65,2010,14,15,35,8,0,22
70,2010,15,15,35,8,0,20
75,2010,16,15,35,8,0,3
80,2010,17,15,35,8,0,5
85,2010,18,15,35,8,0,8
0,2011,0,15,35,9,0,17
1,2011,1,15,35,9,0,45
5,2011,2,15,35,9,0,33
10,2011,3,15,35,9,0,33
15,2011,4,15,35,9,0,43
20,2011,5,15,35,9,0,123
25,2011,6,15,35,9,0,103
30,2011,7,15,35,9,0,75
35,2011,8,15,35,9,0,72
40,2011,9,15,35,9,0,41
45,2011,10,15,35,9,0,47
50,2011,11,15,35,9,0,35
55,2011,12,15,35,9,0,29
60,2011,13,15,35,9,0,18
65,2011,14,15,35,9,0,20
70,2011,15,15,35,9,0,20
75,2011,16,15,35,9,0,8
80,2011,17,15,35,9,0,4
85,2011,18,15,35,9,0,6
0,2012,0,15,35,10,0,9
1,2012,1,15,35,10,0,45
5,2012,2,15,35,10,0,32
10,2012,3,15,35,10,0,30
15,2012,4,15,35,10,0,41
20,2012,5,15,35,10,0,110
25,2012,6,15,35,10,0,99
30,2012,7,15,35,10,0,77
35,2012,8,15,35,10,0,73
40,2012,9,15,35,10,0,39
45,2012,10,15,35,10,0,39
50,2012,11,15,35,10,0,36
55,2012,12,15,35,10,0,29
60,2012,13,15,35,10,0,16
65,2012,14,15,35,10,0,20
70,2012,15,15,35,10,0,23
75,2012,16,15,35,10,0,8
80,2012,17,15,35,10,0,3
85,2012,18,15,35,10,0,7
0,2013,0,15,35,11,1,10
1,2013,1,15,35,11,0,39
5,2013,2,15,35,11,0,34
10,2013,3,15,35,11,0,30
15,2013,4,15,35,11,0,40
20,2013,5,15,35,11,0,104
25,2013,6,15,35,11,0,101
30,2013,7,15,35,11,0,71
35,2013,8,15,35,11,0,77
40,2013,9,15,35,11,0,48
45,2013,10,15,35,11,0,36
50,2013,11,15,35,11,0,30
55,2013,12,15,35,11,0,34
60,2013,13,15,35,11,0,15
65,2013,14,15,35,11,0,18
70,2013,15,15,35,11,0,25
75,2013,16,15,35,11,0,7
80,2013,17,15,35,11,0,2
85,2013,18,15,35,11,0,7
0,2014,0,15,35,12,0,8
1,2014,1,15,35,12,0,34
5,2014,2,15,35,12,0,38
10,2014,3,15,35,12,0,28
15,2014,4,15,35,12,0,33
20,2014,5,15,35,12,0,86
25,2014,6,15,35,12,0,103
30,2014,7,15,35,12,0,67
35,2014,8,15,35,12,0,79
40,2014,9,15,35,12,0,55
45,2014,10,15,35,12,0,36
50,2014,11,15,35,12,0,32
55,2014,12,15,35,12,0,32
60,2014,13,15,35,12,0,12
65,2014,14,15,35,12,0,25
70,2014,15,15,35,12,0,18
75,2014,16,15,35,12,0,13
80,2014,17,15,35,12,0,3
85,2014,18,15,35,12,0,6
0,2015,0,15,35,13,0,10
1,2015,1,15,35,13,0,33
5,2015,2,15,35,13,0,39
10,2015,3,15,35,13,0,28
15,2015,4,15,35,13,0,35
20,2015,5,15,35,13,0,95
25,2015,6,15,35,13,0,107
30,2015,7,15,35,13,0,70
35,2015,8,15,35,13,0,79
40,2015,9,15,35,13,0,57
45,2015,10,15,35,13,0,37
50,2015,11,15,35,13,0,28
55,2015,12,15,35,13,0,39
60,2015,13,15,35,13,0,12
65,2015,14,15,35,13,0,25
70,2015,15,15,35,13,0,18
75,2015,16,15,35,13,0,14
80,2015,17,15,35,13,0,2
85,2015,18,15,35,13,0,7
0,2016,0,15,35,14,0,8
1,2016,1,15,35,14,0,29
5,2016,2,15,35,14,0,36
10,2016,3,15,35,14,0,26
15,2016,4,15,35,14,0,39
20,2016,5,15,35,14,0,79
25,2016,6,15,35,14,0,103
30,2016,7,15,35,14,0,74
35,2016,8,15,35,14,0,74
40,2016,9,15,35,14,0,61
45,2016,10,15,35,14,0,32
50,2016,11,15,35,14,0,31
55,2016,12,15,35,14,0,31
60,2016,13,15,35,14,0,14
65,2016,14,15,35,14,0,24
70,2016,15,15,35,14,0,17
75,2016,16,15,35,14,0,16
80,2016,17,15,35,14,0,2
85,2016,18,15,35,14,0,5
0,2017,0,15,35,15,0,13
1,2017,1,15,35,15,0,26
5,2017,2,15,35,15,0,30
10,2017,3,15,35,15,0,27
15,2017,4,15,35,15,1,32
20,2017,5,15,35,15,0,78
25,2017,6,15,35,15,0,95
30,2017,7,15,35,15,0,67
35,2017,8,15,35,15,0,73
40,2017,9,15,35,15,0,53
45,2017,10,15,35,15,0,37
50,2017,11,15,35,15,0,26
55,2017,12,15,35,15,0,38
60,2017,13,15,35,15,0,18
65,2017,14,15,35,15,0,23
70,2017,15,15,35,15,0,19
75,2017,16,15,35,15,0,17
80,2017,17,15,35,15,0,3
85,2017,18,15,35,15,0,8
0,2018,0,15,35,16,1,7
1,2018,1,15,35,16,0,32
5,2018,2,15,35,16,0,32
10,2018,3,15,35,16,0,23
15,2018,4,15,35,16,0,36
20,2018,5,15,35,16,0,81
25,2018,6,15,35,16,0,96
30,2018,7,15,35,16,0,65
35,2018,8,15,35,16,0,66
40,2018,9,15,35,16,0,62
45,2018,10,15,35,16,0,37
50,2018,11,15,35,16,0,28
55,2018,12,15,35,16,0,34
60,2018,13,15,35,16,0,20
65,2018,14,15,35,16,0,23
70,2018,15,15,35,16,0,16
75,2018,16,15,35,16,0,20
80,2018,17,15,35,16,0,2
85,2018,18,15,35,16,0,6
0,2019,0,15,35,17,0,7
1,2019,1,15,35,17,0,27
5,2019,2,15,35,17,0,28
10,2019,3,15,35,17,0,22
15,2019,4,15,35,17,0,37
20,2019,5,15,35,17,0,80
25,2019,6,15,35,17,0,77
30,2019,7,15,35,17,0,64
35,2019,8,15,35,17,0,66
40,2019,9,15,35,17,0,58
45,2019,10,15,35,17,0,37
50,2019,11,15,35,17,0,23
55,2019,12,15,35,17,0,37
60,2019,13,15,35,17,0,19
65,2019,14,15,35,17,0,19
70,2019,15,15,35,17,0,27
75,2019,16,15,35,17,0,15
80,2019,17,15,35,17,0,2
85,2019,18,15,35,17,0,6
0,2002,0,15,36,0,0,15
1,2002,1,15,36,0,0,35
5,2002,2,15,36,0,0,26
10,2002,3,15,36,0,0,19
15,2002,4,15,36,0,0,35
20,2002,5,15,36,0,0,104
25,2002,6,15,36,0,0,113
30,2002,7,15,36,0,0,72
35,2002,8,15,36,0,0,63
40,2002,9,15,36,0,0,51
45,2002,10,15,36,0,0,27
50,2002,11,15,36,0,0,35
55,2002,12,15,36,0,0,29
60,2002,13,15,36,0,0,32
65,2002,14,15,36,0,0,39
70,2002,15,15,36,0,0,23
75,2002,16,15,36,0,0,18
80,2002,17,15,36,0,0,4
85,2002,18,15,36,0,0,5
0,2003,0,15,36,1,0,13
1,2003,1,15,36,1,2,37
5,2003,2,15,36,1,0,28
10,2003,3,15,36,1,0,28
15,2003,4,15,36,1,0,32
20,2003,5,15,36,1,0,90
25,2003,6,15,36,1,0,114
30,2003,7,15,36,1,0,78
35,2003,8,15,36,1,0,57
40,2003,9,15,36,1,0,50
45,2003,10,15,36,1,0,36
50,2003,11,15,36,1,0,32
55,2003,12,15,36,1,0,30
60,2003,13,15,36,1,0,19
65,2003,14,15,36,1,0,41
70,2003,15,15,36,1,0,25
75,2003,16,15,36,1,0,11
80,2003,17,15,36,1,0,8
85,2003,18,15,36,1,0,5
0,2004,0,15,36,2,0,8
1,2004,1,15,36,2,0,39
5,2004,2,15,36,2,0,30
10,2004,3,15,36,2,0,27
15,2004,4,15,36,2,0,20
20,2004,5,15,36,2,0,100
25,2004,6,15,36,2,0,102
30,2004,7,15,36,2,0,84
35,2004,8,15,36,2,0,64
40,2004,9,15,36,2,0,47
45,2004,10,15,36,2,0,34
50,2004,11,15,36,2,0,31
55,2004,12,15,36,2,0,31
60,2004,13,15,36,2,0,21
65,2004,14,15,36,2,0,37
70,2004,15,15,36,2,0,21
75,2004,16,15,36,2,0,15
80,2004,17,15,36,2,0,9
85,2004,18,15,36,2,0,5
0,2005,0,15,36,3,0,9
1,2005,1,15,36,3,0,36
5,2005,2,15,36,3,0,38
10,2005,3,15,36,3,0,28
15,2005,4,15,36,3,0,14
20,2005,5,15,36,3,0,111
25,2005,6,15,36,3,0,94
30,2005,7,15,36,3,0,92
35,2005,8,15,36,3,0,75
40,2005,9,15,36,3,0,50
45,2005,10,15,36,3,0,42
50,2005,11,15,36,3,0,34
55,2005,12,15,36,3,0,24
60,2005,13,15,36,3,0,31
65,2005,14,15,36,3,0,31
70,2005,15,15,36,3,0,26
75,2005,16,15,36,3,0,17
80,2005,17,15,36,3,0,5
85,2005,18,15,36,3,0,8
0,2006,0,15,36,4,0,14
1,2006,1,15,36,4,0,25
5,2006,2,15,36,4,0,44
10,2006,3,15,36,4,0,26
15,2006,4,15,36,4,0,10
20,2006,5,15,36,4,0,130
25,2006,6,15,36,4,0,87
30,2006,7,15,36,4,0,93
35,2006,8,15,36,4,0,74
40,2006,9,15,36,4,0,53
45,2006,10,15,36,4,0,48
50,2006,11,15,36,4,0,33
55,2006,12,15,36,4,0,30
60,2006,13,15,36,4,0,24
65,2006,14,15,36,4,0,39
70,2006,15,15,36,4,0,25
75,2006,16,15,36,4,0,20
80,2006,17,15,36,4,0,3
85,2006,18,15,36,4,0,10
0,2007,0,15,36,5,0,8
1,2007,1,15,36,5,0,26
5,2007,2,15,36,5,0,44
10,2007,3,15,36,5,0,33
15,2007,4,15,36,5,0,15
20,2007,5,15,36,5,0,127
25,2007,6,15,36,5,0,74
30,2007,7,15,36,5,0,76
35,2007,8,15,36,5,0,67
40,2007,9,15,36,5,0,51
45,2007,10,15,36,5,0,45
50,2007,11,15,36,5,0,29
55,2007,12,15,36,5,0,28
60,2007,13,15,36,5,0,27
65,2007,14,15,36,5,0,32
70,2007,15,15,36,5,0,27
75,2007,16,15,36,5,0,19
80,2007,17,15,36,5,0,9
85,2007,18,15,36,5,0,4
0,2008,0,15,36,6,0,6
1,2008,1,15,36,6,1,29
5,2008,2,15,36,6,1,41
10,2008,3,15,36,6,0,32
15,2008,4,15,36,6,0,18
20,2008,5,15,36,6,0,123
25,2008,6,15,36,6,0,92
30,2008,7,15,36,6,0,71
35,2008,8,15,36,6,0,55
40,2008,9,15,36,6,0,38
45,2008,10,15,36,6,0,45
50,2008,11,15,36,6,0,31
55,2008,12,15,36,6,0,27
60,2008,13,15,36,6,0,29
65,2008,14,15,36,6,0,22
70,2008,15,15,36,6,0,29
75,2008,16,15,36,6,0,18
80,2008,17,15,36,6,0,9
85,2008,18,15,36,6,0,9
0,2009,0,15,36,7,0,9
1,2009,1,15,36,7,0,24
5,2009,2,15,36,7,0,39
10,2009,3,15,36,7,0,33
15,2009,4,15,36,7,0,17
20,2009,5,15,36,7,0,125
25,2009,6,15,36,7,0,109
30,2009,7,15,36,7,0,74
35,2009,8,15,36,7,0,56
40,2009,9,15,36,7,0,45
45,2009,10,15,36,7,0,42
50,2009,11,15,36,7,0,42
55,2009,12,15,36,7,0,27
60,2009,13,15,36,7,0,33
65,2009,14,15,36,7,0,28
70,2009,15,15,36,7,0,26
75,2009,16,15,36,7,0,20
80,2009,17,15,36,7,0,10
85,2009,18,15,36,7,0,8
0,2010,0,15,36,8,0,9
1,2010,1,15,36,8,0,21
5,2010,2,15,36,8,0,34
10,2010,3,15,36,8,0,36
15,2010,4,15,36,8,0,24
20,2010,5,15,36,8,0,102
25,2010,6,15,36,8,0,127
30,2010,7,15,36,8,0,71
35,2010,8,15,36,8,0,62
40,2010,9,15,36,8,0,42
45,2010,10,15,36,8,0,39
50,2010,11,15,36,8,0,45
55,2010,12,15,36,8,0,30
60,2010,13,15,36,8,0,29
65,2010,14,15,36,8,0,35
70,2010,15,15,36,8,0,21
75,2010,16,15,36,8,0,18
80,2010,17,15,36,8,0,11
85,2010,18,15,36,8,0,9
0,2011,0,15,36,9,0,3
1,2011,1,15,36,9,0,24
5,2011,2,15,36,9,0,20
10,2011,3,15,36,9,0,36
15,2011,4,15,36,9,0,28
20,2011,5,15,36,9,0,91
25,2011,6,15,36,9,0,141
30,2011,7,15,36,9,0,88
35,2011,8,15,36,9,0,55
40,2011,9,15,36,9,0,43
45,2011,10,15,36,9,0,37
50,2011,11,15,36,9,0,45
55,2011,12,15,36,9,0,27
60,2011,13,15,36,9,0,32
65,2011,14,15,36,9,0,29
70,2011,15,15,36,9,0,21
75,2011,16,15,36,9,0,20
80,2011,17,15,36,9,0,12
85,2011,18,15,36,9,0,4
0,2012,0,15,36,10,0,8
1,2012,1,15,36,10,0,19
5,2012,2,15,36,10,0,19
10,2012,3,15,36,10,0,42
15,2012,4,15,36,10,1,22
20,2012,5,15,36,10,0,77
25,2012,6,15,36,10,0,176
30,2012,7,15,36,10,0,90
35,2012,8,15,36,10,0,50
40,2012,9,15,36,10,0,46
45,2012,10,15,36,10,0,38
50,2012,11,15,36,10,0,55
55,2012,12,15,36,10,0,29
60,2012,13,15,36,10,0,32
65,2012,14,15,36,10,0,35
70,2012,15,15,36,10,0,22
75,2012,16,15,36,10,0,20
80,2012,17,15,36,10,0,13
85,2012,18,15,36,10,0,6
0,2013,0,15,36,11,0,4
1,2013,1,15,36,11,0,20
5,2013,2,15,36,11,0,17
10,2013,3,15,36,11,0,41
15,2013,4,15,36,11,0,25
20,2013,5,15,36,11,0,82
25,2013,6,15,36,11,0,166
30,2013,7,15,36,11,0,91
35,2013,8,15,36,11,0,59
40,2013,9,15,36,11,0,39
45,2013,10,15,36,11,0,34
50,2013,11,15,36,11,0,59
55,2013,12,15,36,11,0,28
60,2013,13,15,36,11,0,29
65,2013,14,15,36,11,0,40
70,2013,15,15,36,11,0,20
75,2013,16,15,36,11,0,17
80,2013,17,15,36,11,0,12
85,2013,18,15,36,11,0,7
0,2014,0,15,36,12,0,7
1,2014,1,15,36,12,0,16
5,2014,2,15,36,12,0,19
10,2014,3,15,36,12,0,39
15,2014,4,15,36,12,0,34
20,2014,5,15,36,12,0,69
25,2014,6,15,36,12,0,150
30,2014,7,15,36,12,0,94
35,2014,8,15,36,12,0,59
40,2014,9,15,36,12,0,39
45,2014,10,15,36,12,0,32
50,2014,11,15,36,12,0,60
55,2014,12,15,36,12,0,26
60,2014,13,15,36,12,0,25
65,2014,14,15,36,12,0,37
70,2014,15,15,36,12,0,24
75,2014,16,15,36,12,0,19
80,2014,17,15,36,12,0,15
85,2014,18,15,36,12,0,6
0,2015,0,15,36,13,0,6
1,2015,1,15,36,13,0,14
5,2015,2,15,36,13,0,18
10,2015,3,15,36,13,0,38
15,2015,4,15,36,13,0,33
20,2015,5,15,36,13,0,65
25,2015,6,15,36,13,0,125
30,2015,7,15,36,13,0,90
35,2015,8,15,36,13,0,75
40,2015,9,15,36,13,0,39
45,2015,10,15,36,13,0,29
50,2015,11,15,36,13,0,56
55,2015,12,15,36,13,0,34
60,2015,13,15,36,13,0,30
65,2015,14,15,36,13,0,27
70,2015,15,15,36,13,0,32
75,2015,16,15,36,13,0,19
80,2015,17,15,36,13,0,12
85,2015,18,15,36,13,0,13
0,2016,0,15,36,14,0,3
1,2016,1,15,36,14,0,18
5,2016,2,15,36,14,0,20
10,2016,3,15,36,14,0,32
15,2016,4,15,36,14,0,38
20,2016,5,15,36,14,0,65
25,2016,6,15,36,14,0,123
30,2016,7,15,36,14,0,78
35,2016,8,15,36,14,0,83
40,2016,9,15,36,14,0,33
45,2016,10,15,36,14,0,27
50,2016,11,15,36,14,0,59
55,2016,12,15,36,14,0,29
60,2016,13,15,36,14,0,32
65,2016,14,15,36,14,0,28
70,2016,15,15,36,14,0,30
75,2016,16,15,36,14,0,19
80,2016,17,15,36,14,0,14
85,2016,18,15,36,14,0,9
0,2017,0,15,36,15,0,3
1,2017,1,15,36,15,0,16
5,2017,2,15,36,15,0,21
10,2017,3,15,36,15,0,32
15,2017,4,15,36,15,0,44
20,2017,5,15,36,15,0,54
25,2017,6,15,36,15,0,112
30,2017,7,15,36,15,0,74
35,2017,8,15,36,15,0,83
40,2017,9,15,36,15,0,33
45,2017,10,15,36,15,0,25
50,2017,11,15,36,15,0,60
55,2017,12,15,36,15,0,40
60,2017,13,15,36,15,0,32
65,2017,14,15,36,15,0,25
70,2017,15,15,36,15,0,33
75,2017,16,15,36,15,0,22
80,2017,17,15,36,15,0,15
85,2017,18,15,36,15,0,12
0,2018,0,15,36,16,0,2
1,2018,1,15,36,16,0,18
5,2018,2,15,36,16,0,20
10,2018,3,15,36,16,0,34
15,2018,4,15,36,16,0,41
20,2018,5,15,36,16,0,68
25,2018,6,15,36,16,0,106
30,2018,7,15,36,16,0,64
35,2018,8,15,36,16,0,87
40,2018,9,15,36,16,0,38
45,2018,10,15,36,16,0,26
50,2018,11,15,36,16,0,63
55,2018,12,15,36,16,0,40
60,2018,13,15,36,16,0,29
65,2018,14,15,36,16,0,23
70,2018,15,15,36,16,0,36
75,2018,16,15,36,16,0,19
80,2018,17,15,36,16,0,13
85,2018,18,15,36,16,0,12
0,2019,0,15,36,17,0,3
1,2019,1,15,36,17,0,15
5,2019,2,15,36,17,0,17
10,2019,3,15,36,17,0,40
15,2019,4,15,36,17,0,37
20,2019,5,15,36,17,0,76
25,2019,6,15,36,17,0,107
30,2019,7,15,36,17,0,57
35,2019,8,15,36,17,0,87
40,2019,9,15,36,17,0,42
45,2019,10,15,36,17,0,25
50,2019,11,15,36,17,0,60
55,2019,12,15,36,17,0,45
60,2019,13,15,36,17,0,27
65,2019,14,15,36,17,0,26
70,2019,15,15,36,17,0,31
75,2019,16,15,36,17,0,24
80,2019,17,15,36,17,0,17
85,2019,18,15,36,17,0,14
0,2002,0,17,37,0,0,12
1,2002,1,17,37,0,0,24
5,2002,2,17,37,0,0,23
10,2002,3,17,37,0,0,23
15,2002,4,17,37,0,0,19
20,2002,5,17,37,0,0,65
25,2002,6,17,37,0,0,109
30,2002,7,17,37,0,0,85
35,2002,8,17,37,0,0,81
40,2002,9,17,37,0,0,62
45,2002,10,17,37,0,0,36
50,2002,11,17,37,0,0,39
55,2002,12,17,37,0,0,24
60,2002,13,17,37,0,0,39
65,2002,14,17,37,0,0,27
70,2002,15,17,37,0,0,21
75,2002,16,17,37,0,0,17
80,2002,17,17,37,0,0,7
85,2002,18,17,37,0,0,6
0,2003,0,17,37,1,0,15
1,2003,1,17,37,1,0,29
5,2003,2,17,37,1,0,17
10,2003,3,17,37,1,0,27
15,2003,4,17,37,1,0,17
20,2003,5,17,37,1,0,68
25,2003,6,17,37,1,0,108
30,2003,7,17,37,1,0,59
35,2003,8,17,37,1,0,98
40,2003,9,17,37,1,0,69
45,2003,10,17,37,1,0,40
50,2003,11,17,37,1,0,35
55,2003,12,17,37,1,0,26
60,2003,13,17,37,1,0,28
65,2003,14,17,37,1,0,32
70,2003,15,17,37,1,0,16
75,2003,16,17,37,1,0,16
80,2003,17,17,37,1,0,8
85,2003,18,17,37,1,0,5
0,2004,0,17,37,2,0,7
1,2004,1,17,37,2,0,33
5,2004,2,17,37,2,0,19
10,2004,3,17,37,2,0,22
15,2004,4,17,37,2,0,27
20,2004,5,17,37,2,0,61
25,2004,6,17,37,2,0,92
30,2004,7,17,37,2,0,60
35,2004,8,17,37,2,0,89
40,2004,9,17,37,2,0,80
45,2004,10,17,37,2,0,38
50,2004,11,17,37,2,0,28
55,2004,12,17,37,2,0,23
60,2004,13,17,37,2,0,29
65,2004,14,17,37,2,0,39
70,2004,15,17,37,2,0,18
75,2004,16,17,37,2,0,17
80,2004,17,17,37,2,0,7
85,2004,18,17,37,2,0,6
0,2005,0,17,37,3,1,17
1,2005,1,17,37,3,0,30
5,2005,2,17,37,3,0,15
10,2005,3,17,37,3,0,19
15,2005,4,17,37,3,0,42
20,2005,5,17,37,3,0,57
25,2005,6,17,37,3,0,108
30,2005,7,17,37,3,0,57
35,2005,8,17,37,3,0,81
40,2005,9,17,37,3,0,85
45,2005,10,17,37,3,0,39
50,2005,11,17,37,3,0,32
55,2005,12,17,37,3,0,21
60,2005,13,17,37,3,0,37
65,2005,14,17,37,3,0,36
70,2005,15,17,37,3,0,17
75,2005,16,17,37,3,0,18
80,2005,17,17,37,3,0,8
85,2005,18,17,37,3,0,7
0,2006,0,17,37,4,0,13
1,2006,1,17,37,4,1,41
5,2006,2,17,37,4,0,15
10,2006,3,17,37,4,0,18
15,2006,4,17,37,4,0,51
20,2006,5,17,37,4,0,53
25,2006,6,17,37,4,0,115
30,2006,7,17,37,4,0,58
35,2006,8,17,37,4,0,94
40,2006,9,17,37,4,0,80
45,2006,10,17,37,4,0,43
50,2006,11,17,37,4,0,36
55,2006,12,17,37,4,0,25
60,2006,13,17,37,4,0,31
65,2006,14,17,37,4,0,36
70,2006,15,17,37,4,0,19
75,2006,16,17,37,4,0,14
80,2006,17,17,37,4,0,6
85,2006,18,17,37,4,0,5
0,2007,0,17,37,5,0,7
1,2007,1,17,37,5,1,43
5,2007,2,17,37,5,0,16
10,2007,3,17,37,5,0,17
15,2007,4,17,37,5,0,59
20,2007,5,17,37,5,0,59
25,2007,6,17,37,5,0,121
30,2007,7,17,37,5,0,61
35,2007,8,17,37,5,0,87
40,2007,9,17,37,5,0,79
45,2007,10,17,37,5,0,47
50,2007,11,17,37,5,0,38
55,2007,12,17,37,5,0,27
60,2007,13,17,37,5,0,29
65,2007,14,17,37,5,0,29
70,2007,15,17,37,5,0,19
75,2007,16,17,37,5,0,15
80,2007,17,17,37,5,0,12
85,2007,18,17,37,5,0,4
0,2008,0,17,37,6,0,19
1,2008,1,17,37,6,0,44
5,2008,2,17,37,6,0,23
10,2008,3,17,37,6,0,15
15,2008,4,17,37,6,0,50
20,2008,5,17,37,6,0,73
25,2008,6,17,37,6,0,108
30,2008,7,17,37,6,0,65
35,2008,8,17,37,6,0,74
40,2008,9,17,37,6,0,79
45,2008,10,17,37,6,0,45
50,2008,11,17,37,6,0,39
55,2008,12,17,37,6,0,24
60,2008,13,17,37,6,0,31
65,2008,14,17,37,6,0,24
70,2008,15,17,37,6,0,24
75,2008,16,17,37,6,0,12
80,2008,17,17,37,6,0,11
85,2008,18,17,37,6,0,7
0,2009,0,17,37,7,0,9
1,2009,1,17,37,7,0,48
5,2009,2,17,37,7,0,28
10,2009,3,17,37,7,0,17
15,2009,4,17,37,7,0,35
20,2009,5,17,37,7,0,103
25,2009,6,17,37,7,0,121
30,2009,7,17,37,7,0,61
35,2009,8,17,37,7,0,81
40,2009,9,17,37,7,0,74
45,2009,10,17,37,7,0,60
50,2009,11,17,37,7,0,38
